date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,5.55,5.6,5.61,5.54,59518,0,0,3227000000
2026-03-24,5.33,5.53,5.54,5.27,96616,0,0,3227000000
2026-03-23,5.57,5.23,5.57,5.19,87101,0,0,3227000000
2026-03-20,5.81,5.57,5.85,5.57,54479,0,0,3227000000
2026-03-19,5.98,5.8,6.01,5.77,63520,0,0,3227000000
2026-03-18,5.97,6.02,6.02,5.89,40493,0,0,3227000000
2026-03-17,6.0,5.97,6.11,5.95,58508,0,0,3186000000
2026-03-16,5.92,5.98,6.11,5.92,53102,0,0,3014000000
2026-03-13,5.91,5.95,6.06,5.85,62188,0,0,3014000000
2026-03-12,5.95,5.89,5.98,5.88,33981,0,0,3014000000
2026-03-11,6.05,5.95,6.06,5.91,55005,0,0,3014000000
2026-03-10,5.96,6.03,6.08,5.95,59476,0,0,3342000000
2026-03-09,5.9,5.91,5.98,5.83,60162,0,0,3342000000
2026-03-06,5.8,5.96,5.99,5.79,52841,0,0,3342000000
2026-03-05,5.84,5.82,5.91,5.79,48817,0,0,3342000000
2026-03-04,5.8,5.76,5.85,5.7,72966,0,0,3342000000
2026-03-03,5.98,5.84,6.08,5.82,87542,0,0,3342000000
2026-03-02,6.23,5.98,6.34,5.97,107316,0,0,3342000000
2026-02-27,6.34,6.33,6.37,6.31,42341,0,0,3342000000
2026-02-26,6.46,6.35,6.48,6.32,48206,0,0,3342000000
2026-02-25,6.39,6.42,6.51,6.38,50422,0,0,3342000000
2026-02-24,6.38,6.41,6.43,6.3,45896,0,0,3342000000
2026-02-13,6.35,6.35,6.45,6.35,62103,0,0,3342000000
2026-02-12,6.54,6.35,6.55,6.29,71563,0,0,3342000000
2026-02-11,6.67,6.55,6.67,6.53,52602,0,0,3342000000
2026-02-10,6.62,6.63,6.69,6.58,52785,0,0,3342000000
2026-02-09,6.64,6.62,6.69,6.57,65989,0,0,3342000000
2026-02-06,6.55,6.62,6.68,6.53,80590,0,0,3342000000
2026-02-05,6.54,6.58,6.66,6.51,70322,0,0,3342000000
2026-02-04,6.38,6.56,6.58,6.38,95560,0,0,3342000000
2026-02-03,6.45,6.38,6.46,6.36,91339,0,0,3342000000
2026-02-02,6.49,6.36,6.63,6.34,94823,0,0,3342000000
2026-01-30,6.44,6.55,6.58,6.39,88911,0,0,3342000000
2026-01-29,6.39,6.49,6.52,6.31,92314,0,0,3342000000
2026-01-28,6.42,6.39,6.59,6.36,74373,0,0,3342000000
2026-01-27,6.39,6.43,6.48,6.32,76290,0,0,3342000000
2026-01-26,6.44,6.43,6.56,6.36,105585,0,0,3342000000
2026-01-23,6.61,6.48,6.61,6.46,81441,0,0,3342000000
2026-01-22,6.54,6.59,6.63,6.47,86699,0,0,3342000000
2026-01-21,6.45,6.54,6.63,6.43,104712,0,0,3342000000
2026-01-20,6.38,6.49,6.56,6.34,123073,0,0,3342000000
2026-01-19,6.33,6.4,6.42,6.31,65322,0,0,3342000000
2026-01-16,6.41,6.34,6.46,6.3,84689,0,0,3342000000
2026-01-15,6.5,6.42,6.5,6.3,109548,0,0,3342000000
2026-01-14,6.54,6.56,6.68,6.41,145065,0,0,3342000000
2026-01-13,6.69,6.55,6.69,6.54,120593,0,0,3342000000
2026-01-12,6.76,6.7,6.83,6.64,170086,0,0,3342000000
2026-01-09,6.29,6.79,6.85,6.28,333392,0,0,3342000000
2026-01-08,6.19,6.31,6.44,6.15,163284,0,0,3342000000
2026-01-07,6.35,6.2,6.36,6.17,145589,0,0,3342000000
2026-01-06,6.19,6.37,6.48,6.16,297994,0,0,3342000000
2026-01-05,6.13,6.2,6.38,6.13,223791,0,0,3342000000
2025-12-31,6.26,6.13,6.31,6.1,307755,0,0,3342000000
2025-12-30,6.41,6.3,6.93,6.07,579134,0,0,3342000000
2025-12-29,5.78,6.3,6.3,5.67,219337,0,0,3342000000
2025-12-26,5.84,5.73,5.85,5.72,45645,0,0,3342000000
2025-12-25,5.77,5.81,5.85,5.76,34738,0,0,3342000000
2025-12-24,5.78,5.78,5.83,5.73,32668,0,0,3342000000
2025-12-23,5.88,5.74,5.88,5.73,56175,0,0,3342000000
2025-12-22,5.99,5.86,6.0,5.84,73504,0,0,3342000000
2025-12-19,5.72,5.97,5.99,5.68,90964,0,0,3342000000
2025-12-18,5.52,5.7,5.76,5.52,61408,0,0,3342000000
2025-12-17,5.58,5.57,5.62,5.48,52835,0,0,3342000000
2025-12-16,5.68,5.59,5.78,5.59,42957,0,0,3342000000
2025-12-15,5.64,5.67,5.71,5.6,46097,0,0,3342000000
2025-12-12,5.75,5.64,5.83,5.63,73967,0,0,3342000000
2025-12-11,6.04,5.76,6.04,5.74,102040,0,0,3342000000
2025-12-10,6.2,6.04,6.21,6.01,94262,0,0,3342000000
2025-12-09,6.02,6.21,6.25,6.0,117685,0,0,3342000000
2025-12-08,6.07,6.02,6.08,5.99,52424,0,0,3342000000
2025-12-05,6.01,6.03,6.05,5.94,41712,0,0,3342000000
2025-12-04,6.13,6.01,6.14,5.99,58838,0,0,3342000000
2025-12-03,6.22,6.16,6.24,6.1,59387,0,0,3342000000
2025-12-02,6.17,6.22,6.45,6.04,128365,0,0,3342000000
2025-12-01,6.21,6.17,6.33,6.16,80459,0,0,3342000000
2025-11-28,6.03,6.25,6.25,6.0,91442,0,0,3342000000
2025-11-27,6.06,6.06,6.14,6.03,47260,0,0,3342000000
2025-11-26,6.03,6.07,6.16,6.02,76506,0,0,3342000000
2025-11-25,6.08,6.03,6.09,6.0,58698,0,0,3342000000
2025-11-24,5.93,6.02,6.12,5.93,92730,0,0,3342000000
2025-11-21,6.2,5.92,6.31,5.92,131239,0,0,3342000000
2025-11-20,6.33,6.25,6.34,6.1,155582,0,0,3342000000
2025-11-19,6.36,6.35,6.47,6.27,210905,0,0,3342000000
2025-11-18,6.3,6.43,6.55,6.22,242994,0,0,3342000000
2025-11-17,6.22,6.3,6.33,6.21,73424,0,0,3342000000
2025-11-14,6.2,6.23,6.3,6.19,85933,0,0,3342000000
2025-11-13,6.12,6.2,6.22,6.09,71195,0,0,3342000000
2025-11-12,6.11,6.13,6.22,6.09,77128,0,0,3342000000
2025-11-11,6.06,6.12,6.13,6.03,52540,0,0,3342000000
2025-11-10,6.02,6.05,6.09,5.97,54463,0,0,3342000000
2025-11-07,5.95,6.04,6.06,5.92,78654,0,0,3342000000
2025-11-06,6.0,5.95,6.02,5.91,61450,0,0,3342000000
2025-11-05,5.87,5.98,6.0,5.85,83770,0,0,3342000000
2025-11-04,5.87,5.9,5.91,5.83,52182,0,0,3342000000
2025-11-03,5.87,5.87,5.89,5.82,66351,0,0,3342000000
2025-10-31,5.7,5.85,5.88,5.68,91516,0,0,3342000000
2025-10-30,5.76,5.7,5.81,5.7,51351,0,0,3342000000
2025-10-29,5.9,5.76,5.9,5.71,51154,0,0,3342000000
2025-10-28,5.82,5.86,5.91,5.82,36993,0,0,3342000000
2025-10-27,5.84,5.85,5.91,5.82,53142,0,0,3342000000
2025-10-24,5.98,5.83,5.99,5.83,52603,0,0,3342000000
2025-10-23,5.94,5.98,5.98,5.88,52003,0,0,3342000000
2025-10-22,5.91,5.94,6.0,5.88,50322,0,0,3342000000
2025-10-21,5.8,5.94,5.94,5.77,52872,0,0,3342000000
2025-10-20,5.74,5.82,5.82,5.72,40086,0,0,3342000000
2025-10-17,5.76,5.72,5.79,5.68,37718,0,0,3342000000
2025-10-16,5.83,5.74,5.89,5.74,34231,0,0,3342000000
2025-10-15,5.74,5.85,5.87,5.71,48622,0,0,3342000000
2025-10-14,5.73,5.75,5.83,5.71,41596,0,0,3342000000
2025-10-13,5.7,5.74,5.76,5.53,51126,0,0,3342000000
2025-10-10,5.69,5.81,5.93,5.67,64779,0,0,3342000000
2025-10-09,5.77,5.67,5.81,5.64,46233,0,0,3342000000
2025-09-30,5.79,5.77,5.81,5.74,22350,0,0,3342000000
2025-09-29,5.85,5.78,5.85,5.62,38991,0,0,3342000000
2025-09-26,5.78,5.8,5.9,5.71,46795,0,0,3342000000
2025-09-25,5.86,5.79,5.89,5.73,45242,0,0,3342000000
2025-09-24,5.73,5.87,5.94,5.68,61196,0,0,3342000000
2025-09-23,5.82,5.77,5.85,5.56,93242,0,0,3342000000
2025-09-22,5.78,5.87,5.98,5.73,88979,0,0,3342000000
2025-09-19,5.86,5.79,5.91,5.74,62125,0,0,3342000000
2025-09-18,6.05,5.85,6.1,5.85,74680,0,0,3342000000
2025-09-17,6.13,6.04,6.14,6.03,80374,0,0,3342000000
2025-09-16,5.96,6.13,6.13,5.94,85197,0,0,3342000000
2025-09-15,6.0,5.93,6.07,5.89,73060,0,0,3342000000
2025-09-12,6.09,6.02,6.13,6.0,65542,0,0,3342000000
2025-09-11,6.0,6.09,6.13,5.92,78488,0,0,3342000000
2025-09-10,5.97,6.02,6.04,5.95,37616,0,0,3342000000
2025-09-09,6.05,5.97,6.07,5.94,49135,0,0,3342000000
2025-09-08,6.03,6.04,6.1,6.0,62554,0,0,3342000000
2025-09-05,6.04,6.01,6.04,5.92,54732,0,0,3342000000
2025-09-04,5.89,6.0,6.04,5.88,69572,0,0,3342000000
2025-09-03,6.06,5.9,6.07,5.88,52223,0,0,3342000000
2025-09-02,6.06,6.06,6.09,5.95,69673,0,0,3342000000
2025-09-01,6.11,6.07,6.11,6.02,51637,0,0,3342000000
2025-08-29,6.15,6.05,6.16,6.05,47821,0,0,3342000000
2025-08-28,6.04,6.16,6.16,5.97,86441,0,0,3342000000
2025-08-27,6.24,6.02,6.24,6.02,107895,0,0,3342000000
2025-08-26,6.24,6.24,6.28,6.18,95973,0,0,3342000000
2025-08-25,6.35,6.24,6.35,6.2,101557,0,0,3342000000
2025-08-22,6.3,6.35,6.4,6.19,111570,0,0,3342000000
2025-08-21,6.37,6.32,6.38,6.28,87776,0,0,3342000000
2025-08-20,6.27,6.36,6.36,6.26,71432,0,0,3342000000
2025-08-19,6.24,6.3,6.35,6.14,125827,0,0,3342000000
2025-08-18,6.33,6.24,6.43,6.19,165836,0,0,3342000000
2025-08-15,6.3,6.36,6.39,6.28,68481,0,0,3342000000
2025-08-14,6.44,6.3,6.48,6.28,85645,0,0,3342000000
2025-08-13,6.7,6.45,6.72,6.4,162745,0,0,3342000000
2025-08-12,6.76,6.69,6.78,6.63,76473,0,0,3342000000
2025-08-11,6.75,6.75,6.77,6.69,62409,0,0,3342000000
2025-08-08,6.82,6.74,6.85,6.69,71540,0,0,3342000000
2025-08-07,6.93,6.87,6.93,6.74,100858,0,0,3342000000
2025-08-06,6.75,6.9,6.98,6.68,161083,0,0,3342000000
2025-08-05,6.88,6.74,6.89,6.71,101712,0,0,3342000000
2025-08-04,6.79,6.85,6.89,6.68,82614,0,0,3342000000
2025-08-01,6.77,6.84,6.87,6.7,99511,0,0,3342000000
2025-07-31,6.95,6.77,6.99,6.73,121413,0,0,3342000000
2025-07-30,6.93,6.99,7.2,6.8,228155,0,0,3342000000
2025-07-29,6.95,6.99,7.17,6.74,297308,0,0,3342000000
2025-07-28,6.96,6.89,7.03,6.67,322749,0,0,3342000000
2025-07-25,6.34,6.96,6.96,6.23,333581,0,0,3342000000
2025-07-24,6.13,6.33,6.44,6.11,173987,0,0,3342000000
2025-07-23,6.17,6.13,6.21,6.1,100394,0,0,3342000000
2025-07-22,6.28,6.17,6.3,6.15,132203,0,0,3342000000
2025-07-21,6.51,6.26,6.64,6.22,213713,0,0,3342000000
2025-07-18,6.55,6.52,6.62,6.31,192285,0,0,3342000000
2025-07-17,6.11,6.52,6.73,6.11,319154,0,0,3342000000
2025-07-16,6.04,6.12,6.16,5.99,77060,0,0,3342000000
2025-07-15,6.17,6.0,6.19,5.87,106083,0,0,3342000000
2025-07-14,6.14,6.21,6.29,6.13,59544,0,0,3342000000
2025-07-11,6.28,6.15,6.28,6.13,77600,0,0,3342000000
2025-07-10,6.26,6.29,6.31,6.16,75278,0,0,3342000000
2025-07-09,6.11,6.29,6.49,6.05,175696,0,0,3342000000
2025-07-08,6.09,6.08,6.12,6.04,60453,0,0,3342000000
2025-07-07,6.0,6.08,6.16,6.0,54915,0,0,3342000000
2025-07-04,6.18,6.1,6.19,6.03,78831,0,0,3342000000
2025-07-03,6.17,6.13,6.22,6.06,76230,0,0,3342000000
2025-07-02,6.18,6.17,6.25,5.99,165077,0,0,3342000000
2025-07-01,5.9,6.18,6.27,5.82,180807,0,0,3342000000
2025-06-30,5.88,5.88,5.92,5.81,67922,0,0,3342000000
2025-06-27,5.84,5.88,5.94,5.74,121562,0,0,3342000000
2025-06-26,5.81,5.75,5.86,5.73,101146,0,0,3342000000
2025-06-25,5.62,5.81,5.87,5.6,126797,0,0,3342000000
2025-06-24,5.48,5.65,5.65,5.48,75079,0,0,3342000000
2025-06-23,5.33,5.46,5.5,5.3,84974,0,0,3342000000
2025-06-20,5.39,5.37,5.45,5.34,52075,0,0,3342000000
2025-06-19,5.57,5.38,5.61,5.36,85601,0,0,3342000000
2025-06-18,5.69,5.6,5.7,5.55,65421,0,0,3342000000
2025-06-17,5.68,5.71,5.79,5.65,65219,0,0,3342000000
2025-06-16,5.56,5.68,5.72,5.51,86777,0,0,3342000000
2025-06-13,5.84,5.56,5.85,5.54,114596,0,0,3342000000
2025-06-12,5.99,5.8,6.0,5.74,114191,0,0,3342000000
2025-06-11,5.825,5.935,5.985,5.765,128573,0,0,3342000000
2025-06-10,5.905,5.855,6.005,5.725,124660,0,0,3342000000
2025-06-09,5.775,5.895,5.905,5.755,67423,0,0,3342000000
2025-06-06,5.735,5.775,5.815,5.705,64109,0,0,3342000000
2025-06-05,5.815,5.755,5.945,5.725,98311,0,0,3342000000
2025-06-04,5.735,5.775,5.835,5.705,81040,0,0,3342000000
2025-06-03,5.625,5.745,5.745,5.545,75566,0,0,3342000000
2025-05-30,5.765,5.625,5.775,5.595,84874,0,0,3342000000
2025-05-29,5.705,5.745,5.865,5.655,132673,0,0,3342000000
2025-05-28,5.535,5.705,5.715,5.485,130594,0,0,3342000000
2025-05-27,5.395,5.555,5.555,5.365,96794,0,0,3342000000
2025-05-26,5.375,5.385,5.475,5.335,76525,0,0,3342000000
2025-05-23,5.465,5.335,5.505,5.335,89627,0,0,3342000000
2025-05-22,5.505,5.505,5.655,5.425,123466,0,0,3342000000
2025-05-21,5.545,5.515,5.725,5.485,121596,0,0,3342000000
2025-05-20,5.565,5.535,5.615,5.495,109221,0,0,3342000000
2025-05-19,5.665,5.545,5.675,5.445,156010,0,0,3342000000
