date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,15.85,16.48,16.49,15.73,36851,0,0,2795000000
2026-03-24,15.8,15.7,15.96,15.31,34922,0,0,2795000000
2026-03-23,16.3,15.47,16.36,15.39,41269,0,0,2795000000
2026-03-20,16.83,16.47,16.88,16.32,33860,0,0,2795000000
2026-03-19,16.93,16.73,17.09,16.63,29538,0,0,2795000000
2026-03-18,16.84,16.97,17.01,16.8,20631,0,0,2795000000
2026-03-17,17.2,16.89,17.2,16.75,19986,0,0,2623000000
2026-03-16,16.88,17.07,17.11,16.86,25494,0,0,2623000000
2026-03-13,17.0,16.92,17.18,16.86,20393,0,0,2623000000
2026-03-12,17.16,17.08,17.22,16.86,32436,0,0,2623000000
2026-03-11,17.27,17.17,17.35,17.07,27836,0,0,2623000000
2026-03-10,17.17,17.18,17.23,17.05,38270,0,0,2837000000
2026-03-09,16.9,17.12,17.23,16.88,44422,0,0,2837000000
2026-03-06,16.66,17.06,17.1,16.66,28756,0,0,2837000000
2026-03-05,16.95,16.8,17.09,16.66,21229,0,0,2837000000
2026-03-04,16.69,16.68,16.85,16.51,28804,0,0,2837000000
2026-03-03,17.01,16.85,17.09,16.7,53315,0,0,2837000000
2026-03-02,17.28,17.13,17.34,16.9,50019,0,0,2837000000
2026-02-27,17.21,17.33,17.37,17.21,25978,0,0,2837000000
2026-02-26,17.35,17.28,17.4,17.22,32461,0,0,2837000000
2026-02-25,17.32,17.31,17.57,17.18,37895,0,0,2837000000
2026-02-24,17.39,17.32,17.42,17.17,28335,0,0,2837000000
2026-02-13,17.15,17.33,17.35,17.09,24192,0,0,2837000000
2026-02-12,17.23,17.13,17.29,17.12,20226,0,0,2837000000
2026-02-11,17.4,17.24,17.4,17.19,19694,0,0,2837000000
2026-02-10,17.23,17.32,17.37,17.16,32207,0,0,2837000000
2026-02-09,17.24,17.15,17.3,17.08,20556,0,0,2837000000
2026-02-06,17.02,17.17,17.22,16.95,17201,0,0,2837000000
2026-02-05,17.05,17.12,17.17,17.0,15367,0,0,2837000000
2026-02-04,17.04,17.07,17.25,17.0,17871,0,0,2837000000
2026-02-03,17.18,17.12,17.22,16.98,19325,0,0,2837000000
2026-02-02,17.21,17.03,17.38,17.0,31930,0,0,2837000000
2026-01-30,17.17,17.21,17.25,16.94,23797,0,0,2837000000
2026-01-29,17.18,17.1,17.31,16.98,21607,0,0,2837000000
2026-01-28,17.3,17.14,17.35,17.1,22322,0,0,2837000000
2026-01-27,17.27,17.3,17.36,16.86,28416,0,0,2837000000
2026-01-26,17.39,17.37,17.62,17.19,40424,0,0,2837000000
2026-01-23,17.31,17.29,17.32,17.14,21726,0,0,2837000000
2026-01-22,17.12,17.3,17.32,17.06,27010,0,0,2837000000
2026-01-21,16.99,17.1,17.14,16.9,23917,0,0,2837000000
2026-01-20,17.14,17.03,17.25,16.87,27594,0,0,2837000000
2026-01-19,16.83,17.06,17.27,16.74,37062,0,0,2837000000
2026-01-16,16.88,16.83,16.98,16.67,21538,0,0,2837000000
2026-01-15,16.98,16.84,17.03,16.8,20527,0,0,2837000000
2026-01-14,16.99,16.98,17.16,16.83,36395,0,0,2837000000
2026-01-13,17.07,16.93,17.22,16.88,37295,0,0,2837000000
2026-01-12,16.94,17.06,17.18,16.85,44684,0,0,2837000000
2026-01-09,16.9,16.87,16.95,16.66,26184,0,0,2837000000
2026-01-08,16.68,16.91,16.94,16.56,26573,0,0,2837000000
2026-01-07,16.82,16.63,16.88,16.61,28792,0,0,2837000000
2026-01-06,16.98,16.85,17.04,16.83,21407,0,0,2837000000
2026-01-05,17.01,16.97,17.29,16.83,21924,0,0,2837000000
2025-12-31,16.82,17.1,17.25,16.8,29704,0,0,2837000000
2025-12-30,16.66,16.79,16.96,16.66,14110,0,0,2837000000
2025-12-29,16.82,16.81,17.05,16.65,21220,0,0,2837000000
2025-12-26,17.09,16.75,17.23,16.66,22735,0,0,2837000000
2025-12-25,16.62,17.1,17.39,16.53,52090,0,0,2837000000
2025-12-24,16.38,16.56,16.68,16.34,27655,0,0,2837000000
2025-12-23,16.46,16.38,16.59,16.31,27026,0,0,2837000000
2025-12-22,16.54,16.41,16.67,16.36,21531,0,0,2837000000
2025-12-19,16.45,16.55,16.65,16.39,31777,0,0,2837000000
2025-12-18,16.55,16.53,16.72,16.21,51918,0,0,2837000000
2025-12-17,16.61,16.58,16.71,16.38,24058,0,0,2837000000
2025-12-16,16.69,16.71,16.72,16.52,19501,0,0,2837000000
2025-12-15,16.7,16.75,16.85,16.62,21580,0,0,2837000000
2025-12-12,16.6,16.75,16.86,16.57,22703,0,0,2837000000
2025-12-11,16.87,16.76,16.88,16.18,42645,0,0,2837000000
