date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,136.02,138.85,142.47,135.8,6338109,0,0,55679000000
2026-03-24,135.02,136.02,136.83,133.1,4141096,0,0,55679000000
2026-03-23,135.64,132.57,137.74,131.8,5478262,0,0,55679000000
2026-03-20,145.3,138.91,145.48,138.91,5433981,0,0,55679000000
2026-03-19,145.0,144.4,146.38,144.0,4014640,0,0,55679000000
2026-03-18,145.08,147.65,148.77,145.08,5269579,0,0,54544000000
2026-03-17,153.08,145.03,154.0,144.87,7748247,0,0,53161000000
2026-03-16,145.6,155.5,155.5,141.67,10017869,0,0,53161000000
2026-03-13,147.29,145.15,148.47,143.6,6481595,0,0,53161000000
2026-03-12,151.68,149.33,155.44,148.0,6252144,0,0,53161000000
2026-03-11,156.0,151.97,157.85,151.94,7599197,0,0,57904000000
2026-03-10,160.45,157.0,160.45,154.22,12119025,0,0,57904000000
2026-03-09,153.28,160.3,162.8,150.23,17469751,0,0,57904000000
2026-03-06,143.78,149.96,149.96,142.6,5548376,0,0,57904000000
2026-03-05,145.66,144.59,146.6,143.6,4358215,0,0,57904000000
2026-03-04,143.0,142.15,146.38,141.48,5637507,0,0,57904000000
2026-03-03,155.1,144.47,155.5,144.0,8166524,0,0,57904000000
2026-03-02,155.88,154.3,158.46,152.75,7304855,0,0,57904000000
2026-02-27,155.4,158.73,160.99,154.12,7121085,0,0,57904000000
2026-02-26,160.0,157.35,160.0,154.47,8660755,0,0,57904000000
2026-02-25,158.8,160.0,161.99,156.01,6450657,0,0,57904000000
2026-02-24,161.0,157.79,161.09,154.16,5986646,0,0,57904000000
2026-02-13,159.09,158.51,162.9,158.09,5807413,0,0,57904000000
2026-02-12,157.0,161.0,161.89,154.88,7755090,0,0,57904000000
2026-02-11,158.0,157.0,160.19,156.58,4551837,0,0,57904000000
2026-02-10,159.83,158.94,165.98,158.52,7500880,0,0,57904000000
2026-02-09,160.31,162.65,167.77,155.81,11259509,0,0,57904000000
2026-02-06,152.32,158.2,159.35,150.13,7709456,0,0,57904000000
2026-02-05,153.1,154.28,155.8,152.8,4572993,0,0,57904000000
2026-02-04,161.45,156.4,161.45,153.98,8852011,0,0,57904000000
2026-02-03,164.16,164.7,165.18,159.21,7834775,0,0,57904000000
2026-02-02,166.0,159.8,167.09,159.8,8036914,0,0,57904000000
2026-01-30,166.9,167.29,170.69,163.03,10158512,0,0,57904000000
2026-01-29,177.0,168.08,180.8,167.9,12367941,0,0,57904000000
2026-01-28,181.0,173.98,183.5,172.2,12718684,0,0,57904000000
2026-01-27,176.22,181.72,183.12,171.25,15417806,0,0,57904000000
2026-01-26,188.0,177.8,199.89,176.11,17985178,0,0,57904000000
2026-01-23,185.86,193.0,194.8,178.52,24142757,0,0,57904000000
2026-01-22,198.0,193.38,203.05,185.0,29627096,0,0,57904000000
2026-01-21,153.04,177.72,177.72,153.04,13064280,0,0,57904000000
2026-01-20,150.44,148.1,159.85,146.8,13658212,0,0,57904000000
2026-01-19,144.88,146.7,149.53,141.9,10078521,0,0,57904000000
2026-01-16,148.23,145.04,150.5,143.0,12995535,0,0,57904000000
2026-01-15,160.96,152.45,166.15,150.43,11739136,0,0,57904000000
2026-01-14,150.78,163.85,172.51,150.56,19674667,0,0,57904000000
2026-01-13,160.0,148.3,160.8,147.9,9970999,0,0,57904000000
2026-01-12,139.99,162.5,164.17,139.76,15810823,0,0,57904000000
2026-01-09,138.2,139.99,140.3,137.76,4298189,0,0,57904000000
2026-01-08,137.52,139.5,141.98,136.36,5281706,0,0,57904000000
2026-01-07,136.14,137.26,138.5,135.35,4190371,0,0,57904000000
2026-01-06,135.81,136.14,136.9,134.65,3479673,0,0,57904000000
2026-01-05,133.01,135.17,135.17,132.91,3563633,0,0,57904000000
2025-12-31,132.85,132.11,133.85,131.05,2040636,0,0,57904000000
2025-12-30,133.25,133.0,134.29,132.38,2404729,0,0,57904000000
2025-12-29,133.77,133.65,135.7,133.18,2523003,0,0,57904000000
2025-12-26,135.9,133.97,136.28,133.85,2971891,0,0,57904000000
2025-12-25,136.91,136.35,138.11,135.8,2298182,0,0,57904000000
2025-12-24,136.0,137.3,137.39,134.98,2489891,0,0,57904000000
2025-12-23,136.64,135.7,137.75,134.95,2861422,0,0,57904000000
2025-12-22,137.96,136.63,138.2,135.67,4662647,0,0,57904000000
2025-12-19,139.72,140.28,141.3,138.7,2348600,0,0,57904000000
2025-12-18,140.99,139.38,142.4,139.38,2524421,0,0,57904000000
2025-12-17,141.5,142.19,143.08,138.0,4229656,0,0,57904000000
2025-12-16,143.18,143.15,147.77,142.35,4546572,0,0,57904000000
2025-12-15,143.0,143.3,146.08,142.48,3795261,0,0,57904000000
2025-12-12,135.87,145.4,147.1,133.47,12315569,0,0,57904000000
2025-12-11,133.78,136.0,138.83,133.02,5284812,0,0,57904000000
2025-12-10,132.0,134.37,134.48,130.0,3498536,0,0,57904000000
