date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,46.99,47.66,49.24,46.99,5446303,0,0,6947000000
2026-03-24,45.13,45.66,45.79,43.86,4402451,0,0,6947000000
2026-03-23,46.01,44.1,46.98,43.62,7505287,0,0,6947000000
2026-03-20,49.0,47.84,50.99,47.8,6249867,0,0,6947000000
2026-03-19,47.56,47.79,49.64,47.56,5007473,0,0,6947000000
2026-03-18,46.71,48.72,49.38,46.28,6296672,0,0,6947000000
2026-03-17,50.8,45.93,50.8,45.8,6466740,0,0,6429000000
2026-03-16,49.57,49.66,49.72,47.7,5430646,0,0,6429000000
2026-03-13,50.9,49.53,51.7,49.53,5089805,0,0,6429000000
2026-03-12,52.62,51.55,53.85,50.92,5703871,0,0,6429000000
2026-03-11,53.3,53.39,55.45,52.75,7432591,0,0,6429000000
2026-03-10,52.86,53.39,53.85,52.0,7312655,0,0,6966000000
2026-03-09,50.42,50.83,51.49,48.12,8975862,0,0,6966000000
2026-03-06,53.21,53.24,55.22,52.03,7673909,0,0,6966000000
2026-03-05,57.77,54.22,58.6,53.68,12980484,0,0,6966000000
2026-03-04,56.2,57.14,59.95,55.58,9190720,0,0,6966000000
2026-03-03,57.5,57.28,61.58,56.99,15705871,0,0,6966000000
2026-03-02,49.11,56.2,57.45,49.11,13572471,0,0,6966000000
2026-02-27,49.29,50.15,50.15,48.52,7926990,0,0,6966000000
2026-02-26,48.67,50.77,51.2,48.67,7920557,0,0,6966000000
2026-02-25,51.31,48.42,51.5,47.3,8823272,0,0,6966000000
2026-02-24,49.5,50.29,51.2,48.88,7085987,0,0,6966000000
2026-02-13,50.0,48.62,50.5,48.61,8509832,0,0,6966000000
2026-02-12,49.36,51.13,52.47,48.68,10858315,0,0,6966000000
2026-02-11,49.43,49.73,50.89,48.58,9532981,0,0,6966000000
2026-02-10,52.31,49.6,53.48,49.41,13843982,0,0,6966000000
2026-02-09,51.6,52.69,56.98,49.7,16537543,0,0,6966000000
2026-02-06,44.0,49.8,52.78,44.0,15237723,0,0,6966000000
2026-02-05,44.38,45.6,46.78,43.7,11824044,0,0,6966000000
2026-02-04,43.43,46.61,46.66,42.38,17004582,0,0,6966000000
2026-02-03,38.25,44.43,44.43,38.25,15793315,0,0,6966000000
2026-02-02,38.59,37.53,40.41,37.38,8044733,0,0,6966000000
2026-01-30,34.91,38.85,39.38,34.91,10108792,0,0,6966000000
2026-01-29,36.37,34.33,36.5,34.12,5809269,0,0,6966000000
2026-01-28,37.81,36.53,38.19,36.05,5907876,0,0,6966000000
2026-01-27,38.87,37.81,39.22,36.34,7388195,0,0,6966000000
2026-01-26,37.7,39.22,40.2,36.73,9441802,0,0,6966000000
2026-01-23,36.83,37.6,37.67,36.7,2775289,0,0,6966000000
2026-01-22,37.3,36.77,38.4,36.67,2553400,0,0,6966000000
2026-01-21,36.1,37.1,37.4,35.98,2886664,0,0,6966000000
2026-01-20,37.42,36.37,37.48,35.95,3937650,0,0,6966000000
2026-01-19,37.6,37.4,39.22,37.2,4829403,0,0,6966000000
2026-01-16,36.42,37.37,38.2,35.73,6613805,0,0,6966000000
2026-01-15,34.6,36.04,37.08,34.49,5551602,0,0,6966000000
2026-01-14,34.49,34.97,35.19,33.92,4223800,0,0,6966000000
2026-01-13,34.94,34.54,35.75,34.35,3845499,0,0,6966000000
2026-01-12,35.2,34.94,35.29,34.23,4091363,0,0,6966000000
2026-01-09,34.46,35.1,35.84,34.45,4065841,0,0,6966000000
2026-01-08,34.5,34.58,34.93,34.18,2668091,0,0,6966000000
2026-01-07,34.8,35.01,35.5,34.66,3555226,0,0,6966000000
2026-01-06,34.44,34.87,35.13,33.85,4355086,0,0,6966000000
2026-01-05,33.8,34.43,35.15,33.8,4842084,0,0,6966000000
2025-12-31,33.25,33.18,33.45,32.85,1968507,0,0,6966000000
2025-12-30,32.9,33.33,33.63,32.71,2159771,0,0,6966000000
2025-12-29,33.3,33.22,33.66,32.98,2316938,0,0,6966000000
2025-12-26,33.59,33.39,33.92,33.11,2801724,0,0,6966000000
2025-12-25,33.3,33.5,34.1,33.22,4132399,0,0,6966000000
2025-12-24,32.48,33.25,33.68,31.95,3259532,0,0,6966000000
2025-12-23,32.0,32.37,32.79,31.7,3108428,0,0,6966000000
2025-12-22,31.63,31.9,32.47,31.63,2332580,0,0,6966000000
2025-12-19,32.1,31.59,32.36,31.52,2443791,0,0,6966000000
2025-12-18,31.8,31.9,32.16,31.58,1957312,0,0,6966000000
2025-12-17,31.57,32.09,32.09,30.72,2814249,0,0,6966000000
2025-12-16,31.57,31.43,32.0,31.13,2834687,0,0,6966000000
2025-12-15,32.14,31.73,32.14,31.41,2882806,0,0,6966000000
2025-12-12,32.5,32.39,32.75,31.71,5016718,0,0,6966000000
2025-12-11,32.91,32.53,33.75,32.44,4635272,0,0,6966000000
2025-12-10,33.13,32.86,33.13,32.4,2775089,0,0,6966000000
2025-12-09,33.3,33.05,33.64,32.95,2818881,0,0,6966000000
2025-12-08,32.18,33.57,34.14,31.7,5779557,0,0,6966000000
2025-12-05,31.05,31.93,32.24,30.84,2630041,0,0,6966000000
2025-12-04,31.75,31.02,31.83,30.73,1806590,0,0,6966000000
2025-12-03,31.27,31.53,32.09,30.68,3593315,0,0,6966000000
2025-12-02,31.99,31.15,32.18,30.92,3188776,0,0,6966000000
2025-12-01,32.28,32.18,32.72,31.56,3639373,0,0,6966000000
2025-11-28,31.43,31.88,32.29,31.06,2396842,0,0,6966000000
2025-11-27,30.99,31.43,32.15,30.8,3620720,0,0,6966000000
2025-11-26,29.98,31.03,31.93,29.5,3838198,0,0,6966000000
2025-11-25,29.5,29.78,30.5,29.47,2673409,0,0,6966000000
2025-11-24,29.01,29.05,29.25,28.35,2007763,0,0,6966000000
2025-11-21,29.12,28.66,29.31,27.96,3352700,0,0,6966000000
2025-11-20,29.08,29.64,30.26,28.51,3051008,0,0,6966000000
2025-11-19,29.45,28.97,29.79,28.88,1464990,0,0,6966000000
2025-11-18,29.6,29.49,29.97,29.37,1452782,0,0,6966000000
2025-11-17,29.76,29.7,30.03,29.48,1791027,0,0,6966000000
2025-11-14,29.92,29.86,30.3,29.6,1463690,0,0,6966000000
2025-11-13,30.08,30.07,30.38,29.9,2349678,0,0,6966000000
2025-11-12,30.7,30.26,30.83,29.73,2531567,0,0,6966000000
2025-11-11,31.43,30.87,31.98,30.73,1898212,0,0,6966000000
2025-11-10,31.45,31.36,31.88,31.0,2512556,0,0,6966000000
2025-11-07,32.2,31.63,33.23,31.57,3252603,0,0,6966000000
2025-11-06,31.8,32.01,32.13,31.5,1809963,0,0,6966000000
2025-11-05,31.27,31.86,32.07,31.27,1943320,0,0,6966000000
2025-11-04,33.21,31.94,33.45,31.64,3413280,0,0,6966000000
2025-11-03,32.36,33.49,33.6,31.8,5471785,0,0,6966000000
2025-10-31,33.28,32.45,33.28,32.26,4600069,0,0,6966000000
2025-10-30,33.61,33.08,34.0,33.01,4744559,0,0,6966000000
2025-10-29,33.47,33.73,34.86,33.02,8594681,0,0,6966000000
2025-10-28,32.37,33.1,34.5,32.21,12373726,0,0,6966000000
2025-10-27,29.04,30.08,30.69,29.04,3424385,0,0,6966000000
2025-10-24,28.52,29.15,29.15,28.52,2068098,0,0,6966000000
2025-10-23,27.69,28.51,28.67,27.54,2050692,0,0,6966000000
2025-10-22,27.77,27.89,28.5,27.7,2276855,0,0,6966000000
2025-10-21,27.2,27.9,28.19,26.93,3424922,0,0,6966000000
2025-10-20,27.31,26.76,27.7,26.56,2254246,0,0,6966000000
2025-10-17,27.77,27.1,28.08,27.07,2908134,0,0,6966000000
2025-10-16,29.08,27.84,29.13,27.68,3164486,0,0,6966000000
2025-10-15,28.3,28.9,29.0,28.06,3338018,0,0,6966000000
2025-10-14,30.29,28.08,30.69,27.88,5377639,0,0,6966000000
2025-10-13,29.3,30.18,30.58,28.89,4916303,0,0,6966000000
2025-10-10,32.37,31.51,32.6,31.27,4198220,0,0,6966000000
2025-10-09,34.45,32.43,34.68,32.32,8199588,0,0,6966000000
2025-09-30,35.14,34.45,36.09,34.01,7029401,0,0,6966000000
2025-09-29,34.23,34.16,35.5,33.8,5324860,0,0,6966000000
2025-09-26,34.25,34.14,35.68,33.91,5473080,0,0,6966000000
2025-09-25,35.0,34.25,37.0,34.2,9498238,0,0,6966000000
2025-09-24,32.9,35.75,37.0,32.9,12719827,0,0,6966000000
2025-09-23,32.3,31.5,32.8,30.55,6065773,0,0,6966000000
2025-09-22,29.96,32.5,34.98,29.46,8713284,0,0,6966000000
2025-09-19,29.01,29.96,30.08,28.8,2887484,0,0,6966000000
2025-09-18,29.28,29.02,30.11,28.61,2369326,0,0,6966000000
2025-09-17,29.4,29.49,29.86,29.1,1665220,0,0,6966000000
2025-09-16,28.9,29.3,29.39,28.71,1599297,0,0,6966000000
2025-09-15,29.48,28.9,29.8,28.81,1240883,0,0,6966000000
2025-09-12,29.81,29.48,30.0,29.38,1334422,0,0,6966000000
2025-09-11,29.29,29.92,30.18,28.72,1913674,0,0,6966000000
2025-09-10,29.27,29.11,29.65,28.74,1241717,0,0,6966000000
2025-09-09,29.48,29.18,29.65,28.88,1380503,0,0,6966000000
2025-09-08,29.08,29.45,29.59,28.95,1497703,0,0,6966000000
2025-09-05,28.16,29.08,29.13,28.12,1339320,0,0,6966000000
2025-09-04,28.86,28.18,29.49,27.68,2179637,0,0,6966000000
2025-09-03,29.78,28.78,30.44,28.75,1690716,0,0,6966000000
2025-09-02,30.65,29.41,30.65,28.7,2572819,0,0,6966000000
2025-09-01,30.18,30.65,30.86,29.76,2702123,0,0,6966000000
2025-08-29,30.85,30.02,31.2,29.66,3063523,0,0,6966000000
2025-08-28,29.75,30.15,30.59,28.84,3377335,0,0,6966000000
2025-08-27,31.15,29.75,32.3,29.61,3648705,0,0,6966000000
2025-08-26,30.55,31.3,32.14,30.28,3333912,0,0,6966000000
2025-08-25,30.8,30.61,31.65,30.52,2908838,0,0,6966000000
2025-08-22,30.0,30.9,31.35,29.72,3346176,0,0,6966000000
2025-08-21,29.48,30.24,30.25,28.74,3811480,0,0,6966000000
2025-08-20,29.11,29.73,29.94,28.7,2772898,0,0,6966000000
2025-08-19,28.45,29.08,29.37,28.01,3251323,0,0,6966000000
2025-08-18,28.24,28.36,29.38,28.15,3698888,0,0,6966000000
2025-08-15,27.78,28.24,28.36,27.72,1338381,0,0,6966000000
2025-08-14,29.18,27.95,29.44,27.91,2443327,0,0,6966000000
2025-08-13,28.4,29.18,29.5,28.23,3272908,0,0,6966000000
2025-08-12,28.13,27.93,28.5,27.78,1306848,0,0,6966000000
2025-08-11,27.57,28.12,28.57,27.37,1619806,0,0,6966000000
2025-08-08,27.8,27.57,27.8,27.11,1771974,0,0,6966000000
2025-08-07,28.69,27.78,29.62,27.72,2418051,0,0,6966000000
2025-08-06,28.33,28.02,28.82,27.79,2982539,0,0,6966000000
2025-08-05,26.8,28.73,28.86,26.8,4278503,0,0,6966000000
2025-08-04,26.6,26.8,26.96,26.42,1393873,0,0,6966000000
