date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,59.82,59.35,61.1,59.0,113430,0,0,48181000000
2026-03-24,58.75,59.1,60.59,58.2,145912,0,0,48181000000
2026-03-23,58.99,58.32,59.69,57.31,165705,0,0,48181000000
2026-03-20,59.3,60.0,62.05,58.6,182721,0,0,48181000000
2026-03-19,60.6,59.27,61.81,58.88,194598,0,0,48181000000
2026-03-18,60.18,60.93,61.3,58.4,180019,0,0,47978000000
2026-03-17,63.34,60.16,64.38,60.0,250131,0,0,47978000000
2026-03-16,69.1,63.0,70.6,62.4,296303,0,0,47345000000
2026-03-13,67.55,69.19,71.58,66.9,189901,0,0,47345000000
2026-03-12,65.77,67.55,69.0,65.43,163058,0,0,48116000000
2026-03-11,63.56,66.44,66.63,63.26,179026,0,0,48116000000
2026-03-10,63.8,64.19,65.29,62.88,183862,0,0,48116000000
2026-03-09,65.7,66.0,67.0,64.28,301705,0,0,48116000000
2026-03-06,61.0,64.01,64.9,59.8,188477,0,0,48116000000
2026-03-05,58.8,61.0,61.11,57.79,153972,0,0,48116000000
2026-03-04,57.2,58.55,60.1,57.0,145432,0,0,48116000000
2026-03-03,60.76,57.77,61.16,57.68,153370,0,0,48116000000
2026-03-02,57.3,60.85,61.3,57.2,237859,0,0,48116000000
2026-02-27,56.1,56.5,57.23,55.73,83785,0,0,48116000000
2026-02-26,56.4,56.16,57.2,55.45,106393,0,0,48116000000
2026-02-25,57.06,56.45,58.5,56.1,162152,0,0,48116000000
2026-02-24,55.5,56.92,56.95,55.4,87758,0,0,48116000000
2026-02-13,56.2,54.78,56.3,54.72,85809,0,0,48116000000
2026-02-12,55.34,56.59,57.23,55.08,101703,0,0,48116000000
2026-02-11,53.35,55.12,55.65,53.3,113978,0,0,48116000000
2026-02-10,54.23,53.6,54.43,53.3,62972,0,0,48116000000
2026-02-09,54.44,54.29,54.95,53.31,97810,0,0,48116000000
2026-02-06,52.83,53.59,54.38,52.0,148050,0,0,48116000000
2026-02-05,54.05,53.74,55.43,52.91,78335,0,0,48116000000
2026-02-04,55.6,54.55,55.75,53.95,85849,0,0,48116000000
2026-02-03,53.09,55.13,55.25,53.0,164631,0,0,48116000000
2026-02-02,55.33,52.16,55.74,52.0,195531,0,0,48116000000
2026-01-30,56.69,56.02,58.27,54.83,162053,0,0,48116000000
2026-01-29,59.0,57.3,60.12,57.3,135717,0,0,48116000000
2026-01-28,58.23,59.35,59.5,57.22,151537,0,0,48116000000
2026-01-27,59.2,58.13,60.6,56.82,139788,0,0,48116000000
2026-01-26,59.43,59.3,60.96,58.03,162968,0,0,48116000000
2026-01-23,59.01,59.82,60.96,58.16,141249,0,0,48116000000
2026-01-22,58.5,60.02,60.34,57.81,171877,0,0,48116000000
2026-01-21,55.0,58.0,58.72,54.38,144266,0,0,48116000000
2026-01-20,55.51,55.36,56.47,53.37,139445,0,0,48116000000
2026-01-19,52.0,55.3,55.4,51.51,156841,0,0,48116000000
2026-01-16,53.0,52.09,54.0,51.88,118450,0,0,48116000000
2026-01-15,51.72,52.67,53.3,51.16,113531,0,0,48116000000
2026-01-14,50.38,51.46,51.8,49.61,146186,0,0,48116000000
2026-01-13,49.52,50.34,51.13,49.1,105554,0,0,48116000000
2026-01-12,50.92,49.67,51.31,48.75,145107,0,0,48116000000
2026-01-09,51.04,50.9,51.27,49.91,113221,0,0,48116000000
2026-01-08,53.01,51.27,53.01,50.91,136849,0,0,48116000000
2026-01-07,52.09,53.18,53.8,52.09,125401,0,0,48116000000
2026-01-06,50.11,52.05,52.54,49.64,167674,0,0,48116000000
2026-01-05,48.51,49.92,50.08,48.5,131344,0,0,48116000000
2025-12-31,48.09,47.97,48.4,47.22,71345,0,0,48116000000
2025-12-30,46.02,47.94,48.35,45.8,113291,0,0,48116000000
2025-12-29,46.54,46.6,47.0,45.3,81762,0,0,48116000000
2025-12-26,46.46,46.55,46.68,46.15,75956,0,0,48116000000
2025-12-25,46.22,46.45,46.99,45.85,69445,0,0,48116000000
2025-12-24,47.3,46.43,47.39,46.25,80796,0,0,48116000000
2025-12-23,46.92,47.29,47.59,46.33,73839,0,0,48116000000
2025-12-22,47.08,46.97,47.68,46.66,76383,0,0,48116000000
2025-12-19,46.71,46.92,47.46,45.68,94125,0,0,48116000000
2025-12-18,47.85,46.71,48.0,46.63,83150,0,0,48116000000
2025-12-17,46.8,48.08,48.78,46.66,141280,0,0,48116000000
2025-12-16,45.35,46.84,47.2,44.67,124088,0,0,48116000000
2025-12-15,44.75,45.35,46.1,44.4,110099,0,0,48116000000
2025-12-12,45.4,45.34,45.75,44.91,60319,0,0,48116000000
2025-12-11,46.78,45.24,47.46,45.22,91480,0,0,48116000000
2025-12-10,45.68,46.94,46.97,45.15,90139,0,0,48116000000
2025-12-09,47.6,45.67,47.67,44.57,198536,0,0,48116000000
2025-12-08,48.75,47.8,48.9,46.91,124294,0,0,48116000000
2025-12-05,46.22,47.59,47.96,46.0,106981,0,0,48116000000
2025-12-04,46.37,46.19,47.28,45.82,68467,0,0,48116000000
2025-12-03,44.62,46.55,47.28,44.43,129282,0,0,48116000000
2025-12-02,45.1,44.6,45.1,44.22,57637,0,0,48116000000
2025-12-01,44.65,44.95,46.58,44.65,116378,0,0,48116000000
2025-11-28,43.85,44.15,44.58,43.31,73110,0,0,48116000000
2025-11-27,42.48,43.71,44.23,42.36,105792,0,0,48116000000
2025-11-26,42.54,42.32,43.66,42.23,117949,0,0,48116000000
2025-11-25,41.95,41.51,42.07,40.9,70481,0,0,48116000000
2025-11-24,42.31,41.52,42.8,41.51,66742,0,0,48116000000
2025-11-21,43.54,41.93,43.98,41.8,91167,0,0,48116000000
2025-11-20,44.69,43.74,44.79,43.36,66056,0,0,48116000000
2025-11-19,42.0,44.13,44.49,42.0,127473,0,0,48116000000
2025-11-18,41.4,42.15,42.23,40.47,73486,0,0,48116000000
2025-11-17,42.9,42.44,43.55,41.98,65237,0,0,48116000000
2025-11-14,43.4,42.9,44.18,42.88,69158,0,0,48116000000
2025-11-13,42.39,43.75,44.59,41.86,115192,0,0,48116000000
2025-11-12,42.04,42.39,42.89,41.48,71432,0,0,48116000000
2025-11-11,41.2,42.24,42.7,41.09,93085,0,0,48116000000
2025-11-10,41.7,41.19,41.74,40.61,72479,0,0,48116000000
2025-11-07,41.5,40.98,41.98,40.67,77440,0,0,48116000000
2025-11-06,40.73,41.88,42.35,40.71,86074,0,0,48116000000
2025-11-05,40.21,40.7,41.2,39.58,70933,0,0,48116000000
2025-11-04,41.69,40.7,41.78,40.13,88979,0,0,48116000000
2025-11-03,41.88,41.96,42.12,40.98,85196,0,0,48116000000
2025-10-31,42.23,41.77,43.38,41.66,97002,0,0,48116000000
2025-10-30,43.65,42.4,43.65,41.95,138611,0,0,48116000000
2025-10-29,42.9,44.15,44.16,42.29,78366,0,0,48116000000
2025-10-28,42.19,42.68,44.05,42.12,97335,0,0,48116000000
2025-10-27,41.6,42.15,42.4,41.3,71451,0,0,48116000000
2025-10-24,40.99,41.05,41.47,40.26,53377,0,0,48116000000
2025-10-23,40.04,40.99,41.05,39.7,71519,0,0,48116000000
2025-10-22,40.75,40.0,40.75,39.6,65886,0,0,48116000000
2025-10-21,39.52,41.05,41.32,39.48,73453,0,0,48116000000
2025-10-20,39.86,39.54,40.28,39.38,60906,0,0,48116000000
2025-10-17,40.71,39.62,40.81,39.52,84926,0,0,48116000000
2025-10-16,41.17,40.7,41.47,40.39,69834,0,0,48116000000
2025-10-15,41.3,41.0,41.87,40.23,98472,0,0,48116000000
2025-10-14,41.55,41.3,43.18,40.82,166514,0,0,48116000000
2025-10-13,39.35,40.61,40.83,39.35,109426,0,0,48116000000
2025-10-10,40.4,40.9,42.25,39.87,142655,0,0,48116000000
2025-10-09,39.3,40.3,40.49,38.32,139422,0,0,48116000000
2025-09-30,38.3,39.17,39.43,37.93,104063,0,0,48116000000
2025-09-29,37.87,38.25,38.25,37.43,75186,0,0,48116000000
2025-09-26,38.07,37.79,38.15,37.59,61426,0,0,48116000000
2025-09-25,37.7,38.17,38.9,37.5,107121,0,0,48116000000
2025-09-24,36.55,37.6,37.94,36.55,93218,0,0,48116000000
2025-09-23,36.64,36.75,37.11,36.2,87806,0,0,48116000000
2025-09-22,36.3,36.44,36.76,35.8,94795,0,0,48116000000
2025-09-19,36.18,36.51,36.66,35.84,113003,0,0,48116000000
2025-09-18,37.0,35.72,37.18,35.3,170919,0,0,48116000000
2025-09-17,38.05,37.14,38.35,37.0,172179,0,0,48116000000
2025-09-16,38.3,38.65,39.02,37.88,100383,0,0,48116000000
2025-09-15,38.75,38.3,38.75,37.7,107754,0,0,48116000000
2025-09-12,38.12,38.62,38.98,37.7,137394,0,0,48116000000
2025-09-11,37.65,38.46,38.5,37.65,132034,0,0,48116000000
2025-09-10,37.42,37.69,38.33,36.71,194673,0,0,48116000000
2025-09-09,35.15,37.87,38.07,34.96,282996,0,0,48116000000
2025-09-08,33.25,35.15,35.35,33.15,196513,0,0,48116000000
2025-09-05,32.53,33.21,33.24,32.53,78138,0,0,48116000000
2025-09-04,33.3,32.53,33.45,32.1,116040,0,0,48116000000
2025-09-03,33.58,33.46,33.73,32.89,89772,0,0,48116000000
2025-09-02,34.4,33.3,34.77,33.12,144191,0,0,48116000000
2025-09-01,33.89,34.51,34.55,33.8,177384,0,0,48116000000
2025-08-29,32.82,33.88,34.66,32.81,185434,0,0,48116000000
2025-08-28,33.06,32.79,33.63,32.3,144658,0,0,48116000000
2025-08-27,33.47,33.06,33.9,33.03,144184,0,0,48116000000
2025-08-26,32.26,33.72,33.98,32.26,223350,0,0,48116000000
2025-08-25,31.76,32.3,32.41,31.16,163698,0,0,48116000000
2025-08-22,32.5,31.75,32.6,31.23,193242,0,0,48116000000
