date,open,close,high,low,volume,amount,turnover,market_cap
2026-03-25,23.53,23.54,23.58,23.0,47494,0,0,3013000000
2026-03-24,22.24,22.89,23.05,21.6,75932,0,0,3013000000
2026-03-23,22.44,21.17,22.44,21.07,57471,0,0,3013000000
2026-03-20,23.56,22.9,24.0,22.76,63272,0,0,3013000000
2026-03-19,24.2,23.53,24.7,23.18,103652,0,0,3013000000
2026-03-18,26.0,24.74,26.17,24.42,149521,0,0,3013000000
2026-03-17,24.94,25.9,27.39,24.49,210407,0,0,2710000000
2026-03-16,25.84,24.9,26.19,24.71,92682,0,0,2710000000
2026-03-13,25.44,26.19,26.63,25.03,140410,0,0,2710000000
2026-03-12,25.32,25.68,26.18,24.95,122361,0,0,2710000000
2026-03-11,25.15,25.41,25.84,24.81,94784,0,0,2710000000
2026-03-10,25.7,25.21,25.74,25.0,95844,0,0,3012000000
2026-03-09,24.08,25.38,25.88,24.08,135605,0,0,3012000000
2026-03-06,23.52,24.76,25.19,23.38,183286,0,0,3012000000
2026-03-05,21.85,23.75,23.75,21.85,94827,0,0,3012000000
2026-03-04,21.15,21.59,21.98,20.51,39143,0,0,3012000000
2026-03-03,22.02,21.13,22.57,21.09,35851,0,0,3012000000
2026-03-02,22.76,21.89,22.84,21.76,41460,0,0,3012000000
2026-02-27,22.58,22.97,22.98,22.1,33212,0,0,3012000000
2026-02-26,23.06,22.58,23.17,22.53,32880,0,0,3012000000
2026-02-25,23.51,22.95,23.58,22.93,31594,0,0,3012000000
2026-02-24,23.42,23.4,23.98,23.2,37877,0,0,3012000000
2026-02-13,23.42,23.14,23.6,23.06,23914,0,0,3012000000
2026-02-12,23.31,23.4,23.63,22.88,32424,0,0,3012000000
2026-02-11,23.23,23.16,23.58,22.85,34525,0,0,3012000000
2026-02-10,23.45,23.1,23.45,23.03,15858,0,0,3012000000
2026-02-09,23.11,23.44,23.75,22.95,30278,0,0,3012000000
2026-02-06,22.9,22.97,23.24,22.62,22011,0,0,3012000000
2026-02-05,23.38,23.03,23.63,23.02,23449,0,0,3012000000
2026-02-04,23.73,23.48,23.98,23.42,29896,0,0,3012000000
2026-02-03,23.63,23.72,24.18,23.31,41637,0,0,3012000000
2026-02-02,22.75,23.04,23.87,22.12,77339,0,0,3012000000
2026-01-30,21.96,23.64,23.99,21.87,73220,0,0,3012000000
2026-01-29,22.82,22.3,22.91,21.98,45852,0,0,3012000000
2026-01-28,23.5,22.83,24.08,22.81,46547,0,0,3012000000
2026-01-27,23.62,23.66,23.96,22.38,73690,0,0,3012000000
2026-01-26,24.16,23.71,24.61,22.88,93400,0,0,3012000000
2026-01-23,23.8,24.0,24.47,23.42,51941,0,0,3012000000
2026-01-22,23.52,23.7,23.94,23.13,48289,0,0,3012000000
2026-01-21,22.59,23.35,23.88,22.35,55149,0,0,3012000000
2026-01-20,23.32,22.61,23.48,22.51,49764,0,0,3012000000
2026-01-19,23.45,23.42,23.98,23.1,56630,0,0,3012000000
2026-01-16,24.35,23.53,24.5,23.4,86190,0,0,3012000000
2026-01-15,22.47,23.52,24.28,22.46,102035,0,0,3012000000
2026-01-14,22.87,22.48,23.48,22.0,60829,0,0,3012000000
2026-01-13,23.1,22.69,23.25,22.37,74261,0,0,3012000000
2026-01-12,21.97,23.07,23.56,21.79,102594,0,0,3012000000
2026-01-09,21.53,21.52,21.87,21.25,54872,0,0,3012000000
2026-01-08,20.0,21.52,21.85,20.0,100308,0,0,3012000000
2026-01-07,20.59,20.15,20.59,19.95,57155,0,0,3012000000
2026-01-06,19.77,20.51,21.23,19.66,100230,0,0,3012000000
2026-01-05,20.85,20.11,21.32,19.88,108122,0,0,3012000000
2025-12-31,20.59,20.74,20.9,20.24,22518,0,0,3012000000
2025-12-30,20.76,20.53,20.88,20.5,18519,0,0,3012000000
2025-12-29,20.81,20.88,21.12,20.71,17716,0,0,3012000000
2025-12-26,20.8,20.87,21.65,20.72,38957,0,0,3012000000
2025-12-25,21.06,20.8,21.1,20.5,26893,0,0,3012000000
2025-12-24,21.01,20.93,21.1,20.8,17864,0,0,3012000000
2025-12-23,20.58,20.84,20.99,20.27,29742,0,0,3012000000
2025-12-22,20.87,20.68,21.23,20.57,28956,0,0,3012000000
2025-12-19,20.5,20.82,21.0,20.41,24810,0,0,3012000000
2025-12-18,20.46,20.52,20.86,20.3,25643,0,0,3012000000
2025-12-17,20.2,20.68,21.43,20.17,48606,0,0,3012000000
2025-12-16,20.4,20.09,20.65,20.02,30154,0,0,3012000000
2025-12-15,19.81,20.48,21.25,19.72,55937,0,0,3012000000
2025-12-12,19.97,19.86,20.55,19.79,30884,0,0,3012000000
2025-12-11,20.34,19.91,20.34,19.89,28148,0,0,3012000000
2025-12-10,20.48,20.15,20.72,19.9,41144,0,0,3012000000
2025-12-09,20.0,20.4,21.39,19.76,55864,0,0,3012000000
2025-12-08,19.4,20.0,20.2,19.4,29957,0,0,3012000000
2025-12-05,18.91,19.39,19.45,18.7,27379,0,0,3012000000
2025-12-04,19.3,18.91,19.41,18.8,19003,0,0,3012000000
2025-12-03,19.76,19.3,19.76,19.25,16754,0,0,3012000000
2025-12-02,20.0,19.66,20.05,19.43,22498,0,0,3012000000
2025-12-01,20.2,19.87,20.3,19.83,22770,0,0,3012000000
2025-11-28,19.63,20.09,20.13,19.6,22693,0,0,3012000000
2025-11-27,19.56,19.72,19.96,19.43,19317,0,0,3012000000
2025-11-26,19.93,19.6,20.26,19.52,22881,0,0,3012000000
2025-11-25,19.84,19.93,20.28,19.68,27109,0,0,3012000000
2025-11-24,20.02,19.66,20.13,19.25,31371,0,0,3012000000
2025-11-21,19.99,19.16,20.3,19.0,39071,0,0,3012000000
2025-11-20,20.78,20.39,20.78,20.15,28341,0,0,3012000000
2025-11-19,21.21,20.61,21.26,20.5,24156,0,0,3012000000
2025-11-18,21.6,21.08,21.69,21.0,23028,0,0,3012000000
2025-11-17,21.76,21.58,22.47,21.46,25203,0,0,3012000000
2025-11-14,21.41,21.7,22.1,21.13,33650,0,0,3012000000
2025-11-13,21.4,21.56,21.59,21.14,21829,0,0,3012000000
2025-11-12,21.23,21.33,21.41,20.97,24528,0,0,3012000000
2025-11-11,21.31,21.21,21.78,21.04,31850,0,0,3012000000
2025-11-10,21.75,21.3,21.85,21.12,33674,0,0,3012000000
2025-11-07,21.9,21.75,22.16,21.42,28404,0,0,3012000000
2025-11-06,22.5,21.99,22.7,21.88,40050,0,0,3012000000
2025-11-05,22.21,22.68,22.73,21.88,37386,0,0,3012000000
2025-11-04,22.46,22.21,22.68,22.06,32070,0,0,3012000000
2025-11-03,22.72,22.43,23.06,22.36,24641,0,0,3012000000
2025-10-31,22.4,22.61,23.07,22.34,38839,0,0,3012000000
2025-10-30,22.78,22.4,23.04,22.36,36861,0,0,3012000000
2025-10-29,22.98,22.71,23.13,22.55,38960,0,0,3012000000
2025-10-28,23.3,23.05,23.4,22.9,30397,0,0,3012000000
2025-10-27,24.88,23.39,25.09,23.07,77967,0,0,3012000000
2025-10-24,24.65,24.73,25.29,24.51,31691,0,0,3012000000
2025-10-23,24.8,24.65,25.05,24.33,28544,0,0,3012000000
2025-10-22,25.58,24.82,25.58,24.66,23978,0,0,3012000000
2025-10-21,24.53,25.2,25.27,24.3,51169,0,0,3012000000
2025-10-20,23.72,24.53,25.45,23.72,53952,0,0,3012000000
2025-10-17,24.78,23.7,25.13,23.63,37961,0,0,3012000000
2025-10-16,24.95,24.88,25.39,24.7,26493,0,0,3012000000
2025-10-15,24.97,24.93,25.27,24.54,27888,0,0,3012000000
2025-10-14,24.85,24.97,26.16,24.75,53392,0,0,3012000000
2025-10-13,22.4,24.71,25.19,22.4,61334,0,0,3012000000
2025-10-10,24.0,24.72,25.29,23.56,72424,0,0,3012000000
2025-10-09,23.5,23.91,24.43,23.12,50015,0,0,3012000000
2025-09-30,23.19,23.35,23.58,23.0,24349,0,0,3012000000
2025-09-29,23.07,23.07,23.36,22.55,25353,0,0,3012000000
2025-09-26,23.19,23.07,23.45,22.98,36553,0,0,3012000000
2025-09-25,23.39,23.19,24.5,23.16,43865,0,0,3012000000
2025-09-24,23.26,23.39,23.72,23.2,35180,0,0,3012000000
2025-09-23,23.9,23.54,24.23,23.04,35131,0,0,3012000000
2025-09-22,23.86,23.97,24.35,23.51,25724,0,0,3012000000
2025-09-19,24.71,23.87,24.72,23.87,48582,0,0,3012000000
2025-09-18,24.2,24.82,25.74,23.71,99564,0,0,3012000000
2025-09-17,24.69,24.22,24.92,23.82,55727,0,0,3012000000
2025-09-16,24.77,24.57,25.03,24.44,40197,0,0,3012000000
2025-09-15,24.93,24.87,25.23,24.64,28255,0,0,3012000000
2025-09-12,25.72,25.19,25.9,24.7,66172,0,0,3012000000
2025-09-11,25.4,25.0,25.4,24.01,58009,0,0,3012000000
2025-09-10,25.12,25.2,25.57,24.95,24330,0,0,3012000000
2025-09-09,26.38,25.11,26.5,25.07,45050,0,0,3012000000
2025-09-08,25.25,26.03,26.05,25.02,79903,0,0,3012000000
2025-09-05,24.97,24.72,25.24,24.29,61517,0,0,3012000000
2025-09-04,25.02,24.94,25.77,24.53,69487,0,0,3012000000
2025-09-03,26.05,24.96,26.51,24.74,94654,0,0,3012000000
2025-09-02,29.02,26.01,29.28,25.5,132140,0,0,3012000000
2025-09-01,27.29,28.32,30.05,27.29,158855,0,0,3012000000
2025-08-29,30.03,30.02,31.08,28.84,124415,0,0,3012000000
2025-08-28,29.29,29.3,31.2,28.25,137795,0,0,3012000000
2025-08-27,28.0,29.29,30.53,27.37,180861,0,0,3012000000
2025-08-26,26.58,28.63,28.63,26.56,78753,0,0,3012000000
2025-08-25,26.11,26.03,27.53,25.06,97486,0,0,3012000000
2025-08-22,26.63,26.11,26.72,25.8,63503,0,0,3012000000
2025-08-21,26.69,26.71,27.08,26.31,61797,0,0,3012000000
2025-08-20,26.3,26.49,26.73,25.91,64070,0,0,3012000000
2025-08-19,26.64,26.29,26.82,25.67,61412,0,0,3012000000
2025-08-18,26.15,26.68,27.8,26.15,97075,0,0,3012000000
2025-08-15,24.45,26.27,26.55,24.4,123131,0,0,3012000000
2025-08-14,24.23,24.38,24.9,24.0,75045,0,0,3012000000
2025-08-13,24.2,24.27,24.38,24.0,54440,0,0,3012000000
2025-08-12,24.62,24.19,24.72,23.2,132808,0,0,3012000000
2025-08-11,25.04,24.75,25.39,24.7,107304,0,0,3012000000
2025-08-08,26.67,24.44,27.12,24.44,160702,0,0,3012000000
2025-08-07,27.46,27.15,28.1,26.86,66272,0,0,3012000000
2025-08-06,27.4,27.46,27.76,26.96,48217,0,0,3012000000
2025-08-05,27.55,27.36,28.07,27.0,51974,0,0,3012000000
2025-08-04,27.34,27.47,28.0,26.73,49660,0,0,3012000000
2025-08-01,26.75,27.36,27.94,26.04,98108,0,0,3012000000
2025-07-31,29.7,27.13,29.88,26.71,196213,0,0,3012000000
2025-07-30,29.92,29.68,30.69,29.33,54552,0,0,3012000000
2025-07-29,28.79,29.96,30.02,28.37,59914,0,0,3012000000
2025-07-28,28.33,28.82,29.58,27.8,62292,0,0,3012000000
2025-07-25,26.92,27.77,27.88,26.67,52190,0,0,3012000000
2025-07-24,26.71,26.9,27.1,25.81,67061,0,0,3012000000
2025-07-23,25.75,26.86,27.99,25.6,81838,0,0,3012000000
2025-07-22,26.63,25.93,26.71,25.61,58336,0,0,3012000000
2025-07-21,25.19,26.22,26.22,25.0,58107,0,0,3012000000
2025-07-18,24.77,24.94,25.25,24.0,56462,0,0,3012000000
2025-07-17,25.08,24.77,25.46,24.45,64366,0,0,3012000000
2025-07-16,23.88,24.6,24.95,23.45,68558,0,0,3012000000
2025-07-15,23.73,23.58,24.5,23.5,93980,0,0,3012000000
2025-07-14,22.3,24.06,25.39,22.3,126666,0,0,3012000000
2025-07-11,21.35,23.16,23.21,21.08,164487,0,0,3012000000
